7.29 , 0
8.89 , 1
10.67 , 0
12.37 , 1
14.06 , 0
15.77 , 1
17.5 , 0
19.21 , 1
20.89 , 0
22.61 , 1
24.35 , 1
26.01 , 0
27.73 , 1
29.44 , 0
31.22 , 0
32.93 , 1
34.63 , 1
36.34 , 0
38.02 , 1
39.75 , 0
41.47 , 0
43.14 , 1
44.89 , 1
46.56 , 0
48.28 , 0
49.88 , 1
51.67 , 1
53.38 , 0
55.11 , 1
56.77 , 0
58.52 , 1
60.23 , 0
61.97 , 0
63.66 , 1
65.37 , 1
67.1 , 0
68.79 , 0
70.43 , 1
72.23 , 1
73.95 , 0
75.66 , 1
76.56 , 0
77.41 , 1
79.07 , 0
80.01 , 0
80.87 , 1
82.5 , 0
83.36 , 0
84.19 , 1
85.87 , 0
86.77 , 1
87.59 , 0
89.3 , 1
90.22 , 0
91.02 , 0
92.76 , 1
93.62 , 0
94.45 , 1
96.16 , 1
97.04 , 0
97.85 , 1
99.55 , 1
100.47 , 1
101.27 , 1
103.0 , 1
103.88 , 0
104.69 , 0
105.5 , 0
106.4 , 0
107.24 , 1
108.1 , 1
108.98 , 0
109.82 , 0
110.68 , 0
111.53 , 0
112.32 , 0
113.18 , 0
114.88 , 2
116.58 , 0
118.35 , 3
120.01 , 1
121.74 , 0
123.43 , 1
125.15 , 0
126.85 , 1
128.68 , 0
130.32 , 3
132.04 , 0
133.81 , 1
135.51 , 2
137.19 , 0
138.92 , 0
140.55 , 0
142.29 , 0
